rank,normalized_name,yerushalmi_count,yerushalmi_pct,bavli_term,bavli_count,bavli_pct,wikipedia_he,hebrew_term,wikidata_id,match_type,match_score,match_note,yerushalmi_variant_names
1682,Rav Ḥiyya,1,0.0023,R' Ḥiyya,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%97%D7%99%D7%99%D7%90,רבי חייא,Q2904193,exact,100,,Rav Ḥiyya
1683,Ḥanan ben Absalom,1,0.0023,,,,,,,none,0,,Ḥanan ben Absalom
1684,R' Ḥizqiya,1,0.0023,Ḥizkiya,32,0.0451,,,,fuzzy_edit,45,"lev=1 key=""hizqiya""→""hizkiya""",Rebbi Ḥizqiya
1685,R' Hoshaya the son of R' Shammai,1,0.0023,,,,,,,none,0,,Rebbi Hoshaia the son of Rebbi Shammai
1686,R' Elazar ben Pinḥas,1,0.0023,,,,,,,none,0,,Rebbi Eleazar ben Phineas
1687,R' Ya'akov bar Abin,1,0.0023,,,,,,,none,0,,Rebbi Jacob bar Abin
1688,R' Zevadiah,1,0.0023,,,,,,,none,0,,Rebbi Zevadiah
1689,R' Abba the son of R' Pappeus,1,0.0023,,,,,,,none,0,,Rebbi Abba the son of Rebbi Pappeus
1690,Aqabiah ben Mehallalel,1,0.0023,,,,,,,none,0,,Aqabiah ben Mehallalel
1691,R' Abba ben Rav Pappaeus,1,0.0023,,,,,,,none,0,,Rebbi Abba ben Rav Pappaeus
1692,Elazar ben Shamua,1,0.0023,,,,,,,none,0,,Eleazar ben Shamua
1693,Benaiah ben Yehoyada,1,0.0023,,,,,,,none,0,,Benaiah ben Yehoyada
1694,R' Elazar ben Matthias,1,0.0023,,,,,,,none,0,,Rebbi Eleazar ben Matthias
1695,Levi bar Sissi,1,0.0023,,,,,,,none,0,,Levi bar Sissi
1696,R' Dosa from Malḥiyya,1,0.0023,,,,,,,none,0,,Rebbi Dosa from Malḥiyya
1697,Rav Ukva,1,0.0023,,,,,,,none,0,,Rav Uqba
1698,R' Eliezer the son of R' Yose the Galilean,1,0.0023,"R' Eliezer, son of R' Yosei",13,0.0183,,,,token_subset,94,"key=""eliezer son of yose galilean"" ⊆ bavli=""eliezer son of yose""",Rebbi Eliezer the son of Rebbi Yose the Galilean
1699,Yehoshua ben Hyrkanos,1,0.0023,,,,,,,none,0,,Joshua ben Hyrkanos
1700,Yehoshua ben Hyrcanos,1,0.0023,,,,,,,none,0,,Joshua ben Hyrcanos
1701,R' Yose bar Yehudah,1,0.0023,R' Yosei bar Yehuda,55,0.0776,,,,exact,100,,Rebbi Yose bar Jehudah
1702,Elihu Ben Barakhel the Buzite,1,0.0023,,,,,,,none,0,,Elihu Ben Barakhel the Buzite
1703,the son of Abram,1,0.0023,,,,,,,none,0,,the son of Abram
1704,R' Biri,1,0.0023,,,,,,,none,0,,Rebbi Biri
1705,Shimon ben Yakim,1,0.0023,,,,,,,none,0,,Simeon ben Yaqim
1706,R' Yehudah bar Zabida,1,0.0023,,,,,,,none,0,,Rebbi Judah bar Zabida
1707,R' Ḥaninan,1,0.0023,R' Ḥanina,392,0.5530,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%A0%D7%99%D7%A0%D7%90_%D7%91%D7%A8_%D7%97%D7%9E%D7%90,רבי חנינא בר חמא,Q1062209,fuzzy_edit,45,"lev=1 key=""haninan""→""hanina""",Rebbi Ḥaninan
1708,R' Shimon ben Zebid,1,0.0023,,,,,,,none,0,,Rebbi Simon ben Zebid
1709,Abba Ḥalafta,1,0.0023,,,,,,,none,0,,Abba Ḥalaphta
1710,R' Elazar ben Mattia,1,0.0023,,,,,,,none,0,,Rebbi Eleazar ben Mattia
1711,Ḥanina bar Ḥakhinai,1,0.0023,,,,,,,none,0,,Ḥanina bar Ḥakhinai
1712,R' Shimon bar Zabida,1,0.0023,,,,,,,none,0,,Rebbi Simon bar Zabida
1713,R' Yehudah bar Illai,1,0.0023,,,,,,,none,0,,Rebbi Jehudah bar Ilaï
1714,King Asa,1,0.0023,,,,,,,none,0,,King Asa
1715,R' Pinḥas ben R' Abun,1,0.0023,,,,,,,none,0,,Rebbi Phineas ben Rebbi Abun
1716,Gidul bar Binyamin,1,0.0023,,,,,,,none,0,,Gidul bar Benjamin
1717,Elazar ben Dinai,1,0.0023,,,,,,,none,0,,Eleazar ben Dinai
1718,Teḥina ben Perisha,1,0.0023,,,,,,,none,0,,Teḥina ben Perisha
1719,Yehudah ben Pakora,1,0.0023,,,,,,,none,0,,Judah ben Pakora
1720,R' Levi ben Ḥaita,1,0.0023,,,,,,,none,0,,Rebbi Levi ben Ḥaita
1721,Rav Yirmeyah of Šibšeb,1,0.0023,,,,,,,none,0,,Rav Jeremiah of Šibšeb
1722,Yishmael ben Phiabi,1,0.0023,,,,,,,none,0,,Ismael ben Phiabi
1723,R' Eliezer ben Hyrkanos,1,0.0023,,,,,,,none,0,,Rebbi Eliezer ben Hyrkanos
1724,R' Shmuel bar Ya'akov,1,0.0023,,,,,,,none,0,,Rebbi Samuel bar Jacob
1725,R' Gershom,1,0.0023,,,,,,,none,0,,Rebbi Gershom
1726,R' Yoḥanan bar Marya,1,0.0023,,,,,,,none,0,,Rebbi Yoḥanan bar Marya
1727,R' Elazar ben R' Abuna,1,0.0023,,,,,,,none,0,,Rebbi Eleazar ben Rebbi Abuna
1728,"R' Yudan, the son of R' Yishmael",1,0.0023,,,,,,,none,0,,"Rebbi Yudan, the son of Rebbi Ismael"
1729,ben Ḥanina,1,0.0023,,,,,,,none,0,,ben Ḥanina
1730,Shmuel the son of R' Yosef,1,0.0023,,,,,,,none,0,,Samuel the son of Rebbi Joseph
1731,Rabbi Yoḥanan,1,0.0023,R' Yoḥanan,3687,5.2011,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%99%D7%95%D7%97%D7%A0%D7%9F,רבי יוחנן,Q1397565,exact,100,,Rabbi Joḥanan
1732,R' Ḥiyya bar Zabda,1,0.0023,,,,,,,none,0,,Rebbi Ḥiyya bar Zabda
1733,R' Ḥanania from Ono,1,0.0023,,,,,,,none,0,,Rebbi Ḥanania from Ono
1734,R' Yehudah bar Tzeradia,1,0.0023,,,,,,,none,0,,Rebbi Jehudah bar Ṣeradia
1735,R' Manisha,1,0.0023,,,,,,,none,0,,Rebbi Manisha
1736,R' Yishmael’,1,0.0023,R' Yishmael,552,0.7787,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%99%D7%A9%D7%9E%D7%A2%D7%90%D7%9C,רבי ישמעאל,Q1391069,fuzzy_edit,45,"lev=1 key=""yishmael’""→""yishmael""",Rebbi Ismael’
1737,R' Abba bar Tzutra,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Ẓutra
1738,Samson ben Manoaḥ,1,0.0023,,,,,,,none,0,,Samson ben Manoaḥ
1739,R' Manni,1,0.0023,R' Mani,20,0.0282,,,,fuzzy_edit,45,"lev=1 key=""manni""→""mani""",Rebbi Manni
1740,R' Levi ben Ḥayyata,1,0.0023,,,,,,,none,0,,Rebbi Levi ben Ḥayyata
1741,R' Yose ben Rebbu,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Rebbu
1742,Rav Ḥiyya bar Rav Yitzḥak,1,0.0023,,,,,,,none,0,,Rav Ḥiyya bar Rav Isaac
1743,R' Ḥelbo bar Ḥuna,1,0.0023,,,,,,,none,0,,Rebbi Ḥelbo bar Ḥuna
1744,R' Pappaias,1,0.0023,,,,,,,none,0,,Rebbi Pappaias
1745,R' Ḥanina ben Ḥanina,1,0.0023,,,,,,,none,0,,Rebbi Ḥanina ben Ḥanina
1746,R' Elazar bar Tzadoq,1,0.0023,,,,,,,none,0,,Rebbi Eleazar bar Ṣadoq
1747,R' Hama,1,0.0023,Rav Ḥama,25,0.0353,,,,exact,100,,Rebbi Hama
1748,R' Shimon ben Shetaḥ,1,0.0023,,,,,,,none,0,,Rebbi Simeon ben Shetaḥ
1749,Rav Zakkai,1,0.0023,R' Zakkai,17,0.0240,,,,exact,100,,Rav Zakkai
1750,R' Abba ben R' Mamal,1,0.0023,,,,,,,none,0,,Rebbi Abba ben Rebbi Mamal
1751,"R' Yasa, the son of R' Yasa",1,0.0023,,,,,,,none,0,,"Rebbi Yasa, the son of Rebbi Yasa"
1752,Ḥiyya bar Abba,1,0.0023,R' Ḥiyya bar Abba,278,0.3922,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%99%D7%99%D7%90_%D7%91%D7%A8_%D7%90%D7%91%D7%90,רבי חייא בר אבא,Q1072589,exact,100,,Ḥiyya bar Abba
1753,R' Shmuel bar Sosarti,1,0.0023,,,,,,,none,0,,Rebbi Samuel bar Sosarti
1754,R' Ḥiya bar Yosef,1,0.0023,,,,,,,none,0,,Rebbi Ḥiya bar Yosef
1755,R' Ḥiya bar Abun,1,0.0023,,,,,,,none,0,,Rebbi Ḥiya bar Abun
1756,ben Azaryah,1,0.0023,,,,,,,none,0,,ben Azariah
1757,Yose ben Paxas,1,0.0023,,,,,,,none,0,,Yose ben Paxas
1758,R' Yannai the Younger,1,0.0023,,,,,,,none,0,,Rebbi Yannai the Younger
1759,R' Nihumi the son of R' Ḥiyya bar Abba,1,0.0023,"R' Abba, son of R' Ḥiyya bar Abba",16,0.0226,,,,token_subset,95,"key=""nihumi son of hiyya ben abba"" ⊆ bavli=""abba son of hiyya ben abba""",Rebbi Nihumi the son of Rebbi Ḥiyya bar Abba
1760,Abba bar Natan,1,0.0023,,,,,,,none,0,,Abba bar Nathan
1761,R' Gurion,1,0.0023,,,,,,,none,0,,Rebbi Gurion
1762,R' Yose bar Abin,1,0.0023,,,,,,,none,0,,Rebbi Yose bar Abin
1763,Avimi bar Tobi,1,0.0023,,,,,,,none,0,,Abime bar Tobi
1764,R' Miasha bar Yirmeyah,1,0.0023,,,,,,,none,0,,Rebbi Miasha bar Jeremiah
1765,R' Neḥemia,1,0.0023,R' Neḥemya,183,0.2582,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A0%D7%97%D7%9E%D7%99%D7%94,רבי נחמיה,Q2902906,fuzzy_edit,45,"lev=1 key=""nehemia""→""nehemya""",Rebbi Neḥemia
1766,Rabin ben Rav,1,0.0023,,,,,,,none,0,,Rabin ben Rav
1767,the son of R' Asi,1,0.0023,,,,,,,none,0,,the son of Rebbi Asi
1768,Bar Athlay,1,0.0023,,,,,,,none,0,,Bar Athlay
1769,the father of R' Yudan,1,0.0023,,,,,,,none,0,,the father of Rebbi Yudan
1770,R' Tanḥum ben Yirmeyah,1,0.0023,,,,,,,none,0,,Rebbi Tanḥum ben Jeremiah
1771,R' Inaia,1,0.0023,,,,,,,none,0,,Rebbi Inaia
1772,R' Abba bar Rav Huna,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Rav Huna
1773,Bina bar Shila,1,0.0023,,,,,,,none,0,,Bina bar Shila
1774,Abin bar Ḥiyya,1,0.0023,,,,,,,none,0,,Abin bar Ḥiyya
1775,R' Yose ben R' Ze'ira,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Rebbi Ze‘ira
1776,R' Elazar ben Parta,1,0.0023,,,,,,,none,0,,Rebbi Eleazar ben Parṭa
1777,the son of R' Abba,1,0.0023,,,,,,,none,0,,the son of Rebbi Abba
1778,R' Ḥiyya bar Ukva,1,0.0023,,,,,,,none,0,,Rebbi Ḥiyya bar Uqba
1779,R' Elazar ben Yannai,1,0.0023,,,,,,,none,0,,Rebbi Eleazar ben Yannai
1780,Ḥinena the son of Rav Assi,1,0.0023,,,,,,,none,0,,Ḥinena the son of Rav Assi
1781,R' Oshaia bar Abba,1,0.0023,,,,,,,none,0,,Rebbi Oshaia bar Abba
1782,Yossi ben Shaul,1,0.0023,,,,,,,none,0,,Yossi ben Shaul
1783,R' Yossi ben Shaul,1,0.0023,,,,,,,none,0,,Rebbi Yossi ben Shaul
1784,Rabba bar Zutra,1,0.0023,,,,,,,none,0,,Rabba bar Zuṭra
1785,R' Marinos,1,0.0023,,,,,,,none,0,,Rebbi Marinos
1786,R' Abba bar Ada,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Ada
1787,R' Abba bar Pappaios,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Pappaios
1788,R' Yose ben R' Ḥaggai,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Rebbi Ḥaggai
1789,"R' Shmuel, son of R' Yose ben R' Ḥanina",1,0.0023,,,,,,,none,0,,"Rebbi Samuel, son of Rebbi Yose ben Rebbi Ḥanina"
1790,R' Yoḥanan ben Gudguedah,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan ben Gudguedah
1791,R' Yoḥanan ben Guedgedah,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan ben Guedgedah
1792,R' Bevon,1,0.0023,,,,,,,none,0,,Rebbi Bevon
1793,Abbaie bar Binyamin,1,0.0023,,,,,,,none,0,,Abbaie bar Benjamin
1794,Ḥiyya bar Abin,1,0.0023,,,,,,,none,0,,Ḥiyya bar Abin
1795,ben R' Yose,1,0.0023,,,,,,,none,0,,ben Rebbi Yose
1796,R' Ya'akov the Armenian,1,0.0023,,,,,,,none,0,,Rebbi Jacob the Armenian
1797,R' Yitzḥak from Atosha,1,0.0023,,,,,,,none,0,,Rebbi Isaac from Atosha
1798,R' Hillel ben Valens,1,0.0023,,,,,,,none,0,,Rebbi Hillel ben Valens
1799,R' Elazar from Rome,1,0.0023,,,,,,,none,0,,Rebbi Eleazar from Rome
1800,R' Bibon,1,0.0023,,,,,,,none,0,,Rebbi Bibon
1801,R' Elazar bar Thaddeus,1,0.0023,,,,,,,none,0,,Rebbi Eleazar bar Thaddeus
1802,R' Bivon bar Ḥiyya,1,0.0023,,,,,,,none,0,,Rebbi Bivon bar Ḥiyya
1803,R' Yitzḥak bar Ḥaqulah,1,0.0023,,,,,,,none,0,,Rebbi Isaac bar Ḥaqulah
1804,Shila bar Binah,1,0.0023,,,,,,,none,0,,Shila bar Binah
1805,Rav Ada bar Aḥa,1,0.0023,,,,,,,none,0,,Rav Ada bar Aḥa
1806,R' Yasa ben R' Sabbatai,1,0.0023,,,,,,,none,0,,Rebbi Yasa ben Rebbi Sabbatai
1807,R' Yose ben R' Baibon,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Rebbi Baibon
1808,R' Yoḥanan from Sepphoris,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan from Sepphoris
1809,R' Bebai,1,0.0023,,,,,,,none,0,,Rebbi Bebai
1810,R' Yose ben Rebi,1,0.0023,,,,,,,none,0,,Rebbi Yose ben Rebi
1811,Rav Ḥizkiah,1,0.0023,Ḥizkiya,32,0.0451,,,,fuzzy_edit,30,"lev=2 key=""hizkiah""→""hizkiya""",Rav Ḥizqiah
1812,R' Yose from Mamelia,1,0.0023,,,,,,,none,0,,Rebbi Yose from Mamelia
1813,Bar Tarima,1,0.0023,,,,,,,none,0,,Bar Tarima
1814,King Rehabeam,1,0.0023,,,,,,,none,0,,King Rehabeam
1815,R' Yose bar Mamal,1,0.0023,,,,,,,none,0,,Rebbi Yose bar Mamal
1816,R' Ḥamai bar Ukva,1,0.0023,,,,,,,none,0,,Rebbi Ḥamai bar Uqba
1817,R' Yudan ben R' Ḥanan,1,0.0023,,,,,,,none,0,,Rebbi Yudan ben Rebbi Ḥanan
1818,R' Yitzḥak bar Tebele,1,0.0023,,,,,,,none,0,,Rebbi Isaac bar Tebele
1819,R' Yehudah bar Sisin,1,0.0023,,,,,,,none,0,,Rebbi Jehudah bar Sisin
1820,R' Ḥiyya bar Assi,1,0.0023,,,,,,,none,0,,Rebbi Ḥiyya bar Assi
1821,R' Abbu,1,0.0023,R' Abba,290,0.4091,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%91%D7%90,רבי אבא,Q7221758,fuzzy_edit,45,"lev=1 key=""abbu""→""abba""",Rebbi Abbu
1822,R' Tanḥum bar Pappus,1,0.0023,,,,,,,none,0,,Rebbi Tanḥum bar Pappus
1823,R' Gamliel ben R',1,0.0023,,,,,,,none,0,,Rebbi Gamliel ben Rebbi
1824,R' Abbun,1,0.0023,,,,,,,none,0,,Rebbi Abbun
1825,brother of R' Yehudah bar Zavdi,1,0.0023,,,,,,,none,0,,brother of Rebbi Jehudah bar Zavdi
1826,ben Elazar,1,0.0023,,,,,,,none,0,,ben Eleazar
1827,Abba Gorion from Sidon,1,0.0023,,,,,,,none,0,,Abba Gorion from Sidon
1828,Abba Orion from Sidon,1,0.0023,,,,,,,none,0,,Abba Orion from Sidon
1829,Rabba bar Abuha,1,0.0023,,,,,,,none,0,,Rabba bar Abuha
1830,Abba Yose ben Dosai,1,0.0023,,,,,,,none,0,,Abba Yose ben Dosai
1831,R' Yannai bar Yishmael,1,0.0023,,,,,,,none,0,,Rebbi Yannai bar Ismael
1832,Yose ben Yehudah,1,0.0023,R' Yosei bar Yehuda,55,0.0776,,,,exact,100,,Yose ben Jehudah
1833,R' Akiba,1,0.0023,R' Akiva,1503,2.1202,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A2%D7%A7%D7%99%D7%91%D7%90,רבי עקיבא,Q310821,fuzzy_edit,45,"lev=1 key=""akiba""→""akiva""",Rebbi Akiba
1834,Ben Pedaia,1,0.0023,,,,,,,none,0,,Ben Pedaia
1835,Abba bar Rav,1,0.0023,,,,,,,none,0,,Abba bar Rab
1836,Abba bar Rav Ḥana,1,0.0023,,,,,,,none,0,,Abba bar Rav Ḥana
1837,Abba Yose ben Ḥanan,1,0.0023,,,,,,,none,0,,Abba Yose ben Ḥanan
1838,R' Abba bar Bizna,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Bizna
1839,R' Yustus ben R' Matton,1,0.0023,,,,,,,none,0,,Rebbi Justus ben Rebbi Matton
1840,Rav Qarni,1,0.0023,,,,,,,none,0,,Rav Qarni
1841,The father of Shmuel,1,0.0023,,,,,,,none,0,,The father of Samuel
1842,R' Yose the Galiean,1,0.0023,,,,,,,none,0,,Rebbi Yose the Galiean
1843,R' Abba bar Ḥanan,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Ḥanan
1844,Bar Qora,1,0.0023,,,,,,,none,0,,Bar Qora
1845,R' Johua ben Levi,1,0.0023,,,,,,,none,0,,Rebbi Johua ben Levi
1846,Abba Hoshaya from Tireh,1,0.0023,,,,,,,none,0,,Abba Hoshaia from Tireh
1847,Rabbi Elazar,1,0.0023,R' Elazar,1366,1.9270,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%90%D7%9C%D7%A2%D7%96%D7%A8%20%D7%91%D7%9F%20%D7%A9%D7%9E%D7%95%D7%A2,רבי אלעזר בן שמוע,Q739520,exact,100,,Rabbi Eleazar
1848,Rabbi Shimon ben Lakish,1,0.0023,R' Shimon ben Lakish,246,0.3470,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%9C%D7%A7%D7%99%D7%A9,שמעון בן לקיש,Q1391489,exact,100,,Rabbi Simeon ben Laqish
1849,Abba Kohen bar Delaiah,1,0.0023,,,,,,,none,0,,Abba Cohen bar Delaiah
1850,R' Yosana,1,0.0023,R' Yoḥanan,3687,5.2011,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%99%D7%95%D7%97%D7%A0%D7%9F,רבי יוחנן,Q1397565,fuzzy_edit,30,"lev=2 key=""yosana""→""yohanan""",Rebbi Yosana
1851,Bevay bar Gozlan,1,0.0023,,,,,,,none,0,,Bevay bar Gozlan
1852,Abba Oshaia from Tireh,1,0.0023,,,,,,,none,0,,Abba Oshaia from Tireh
1853,R' Yoḥanan from Ḥaqoq,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan from Ḥaqoq
1854,Rabbi Ḥiyya bar Ashi,1,0.0023,R' Ḥiyya bar Ashi,14,0.0197,,,,exact,100,,Rabbi Ḥiyya bar Ashi
1855,Ya'akov bar Zavdi,1,0.0023,,,,,,,none,0,,Jacob bar Zavdi
1856,R' Abin bar Mamal,1,0.0023,,,,,,,none,0,,Rebbi Abin bar Mamal
1857,R' Ya'akov from Emmaus,1,0.0023,,,,,,,none,0,,Rebbi Jacob from Emmaus
1858,Abba bar Zamina,1,0.0023,,,,,,,none,0,,Abba bar Zamina
1859,Yehudah ben Buni,1,0.0023,,,,,,,none,0,,Jehudah ben Buni
1860,R' Nisi,1,0.0023,,,,,,,none,0,,Rebbi Nisi
1861,R' Menaḥem,1,0.0023,,,,,,,none,0,,Rebbi Menaḥem
1862,the brother of R' Gorion,1,0.0023,,,,,,,none,0,,the brother of Rebbi Gorion
1863,R' Yustus,1,0.0023,,,,,,,none,0,,Rebbi Justus
1864,R' Ilfay,1,0.0023,Ilfa,30,0.0423,,,,fuzzy_edit,45,"lev=1 key=""ilfay""→""ilfa""",Rebbi Ilfay
1865,R' Avimi bar Tobi,1,0.0023,,,,,,,none,0,,Rebbi Abime bar Tobi
1866,R' Ya'akov ben Dosai,1,0.0023,,,,,,,none,0,,Rebbi Jacob ben Dosai
1867,Rav Ada bar Abuh,1,0.0023,,,,,,,none,0,,Rav Ada bar Abuh
1868,R' Avdimi the Emigrant,1,0.0023,,,,,,,none,0,,Rebbi Eudaimon the Emigrant
1869,Giddul ben Minyamin,1,0.0023,,,,,,,none,0,,Giddul ben Minyamin
1870,Ḥilqiah bar Tobi,1,0.0023,,,,,,,none,0,,Ḥilqiah bar Tobi
1871,Rav Abba bar Rav Huna,1,0.0023,,,,,,,none,0,,Rav Abba bar Rav Huna
1872,R' Abba bar Tebelai,1,0.0023,,,,,,,none,0,,Rebbi Abba bar Ṭebelai
1873,R' Shmuel ben Rav Naḥman,1,0.0023,,,,,,,none,0,,Rebbi Samuel ben Rav Naḥman
1874,R' Levi ben Birai,1,0.0023,,,,,,,none,0,,Rebbi Levi ben Birai
1875,R' Tanḥum from Kefar,1,0.0023,,,,,,,none,0,,Rebbi Tanḥum from Kefar
1876,Bar Ityan,1,0.0023,,,,,,,none,0,,Bar Iṭyan
1877,R' Yannai the Kappadokian,1,0.0023,,,,,,,none,0,,Rebbi Yannai the Kappadokian
1878,the father of R' Yitzḥak bar Naḥman,1,0.0023,,,,,,,none,0,,the father of Rebbi Isaac bar Naḥman
1879,bar Delaiah,1,0.0023,,,,,,,none,0,,bar Delaiah
1880,R' Yoḥanan ben Beroqah,1,0.0023,,,,,,,none,0,,Rebbi Joḥanan ben Beroqah
1881,the rabbis of R' Justinus,1,0.0023,,,,,,,none,0,,The rabbis of Rebbi Justinus
1882,Elazar ben Aaron,1,0.0023,,,,,,,none,0,,Eleazar ben Aaron
1883,R' Shimon ben Gamiel,1,0.0023,,,,,,,none,0,,Rebbi Simeon ben Gamiel
1884,bar Abun,1,0.0023,,,,,,,none,0,,bar Abun
1885,brother of R' Horiana,1,0.0023,,,,,,,none,0,,brother of Rebbi Horiana
1886,brother of R' Shmuel ben Sosartai,1,0.0023,,,,,,,none,0,,brother of Rebbi Samuel ben Sosartai
1887,Rav Naḥman bar Shmuel bar Naḥman,1,0.0023,,,,,,,none,0,,Rav Naḥman bar Samuel bar Naḥman
1888,R' Perira,1,0.0023,R' Zeira,668,0.9423,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99%20%D7%96%D7%99%D7%A8%D7%90,רבי זירא,Q7296294,fuzzy_edit,30,"lev=2 key=""perira""→""zeira""",Rebbi Perira
1889,R' Immi bar Qorḥa,1,0.0023,,,,,,,none,0,,Rebbi Immi bar Qorḥa
1890,Shimon ben Nannas,1,0.0023,,,,,,,none,0,,Simeon ben Nannas
1891,R' Eliezer ben R' Yose the Galilean,1,0.0023,,,,,,,none,0,,Rebbi Eliezer ben Rebbi Yose the Galilean
1892,Rav Huna bar Ḥiyya,1,0.0023,Rav Huna bar Ḥiyya,29,0.0409,,,,exact,100,,Rav Huna bar Ḥiyya
1893,R' Shimon ben Laqush,1,0.0023,,,,,,,none,0,,Rebbi Simeon ben Laqush
1894,Rabbi Mana,1,0.0023,R' Mani,20,0.0282,,,,fuzzy_edit,45,"lev=1 key=""mana""→""mani""",Rabbi Mana
1895,R' Yustus from Sunem,1,0.0023,,,,,,,none,0,,Rebbi Justus from Sunem
1896,R' Abun ben R' Elazar,1,0.0023,,,,,,,none,0,,Rebbi Abun ben Rebbi Eleazar
1897,R' Ḥanina bar Sisi,1,0.0023,,,,,,,none,0,,Rebbi Ḥanina bar Sisi
1898,Rava bar Binah,1,0.0023,,,,,,,none,0,,Rava bar Binah
1899,the rabbis of Newe,1,0.0023,,,,,,,none,0,,The rabbis of Newe
1900,Rav Hoshaya ben Rav Shammai,1,0.0023,,,,,,,none,0,,Rav Hoshaia ben Rav Shammai
1901,R' Mama,1,0.0023,Rav Ḥama,25,0.0353,,,,fuzzy_edit,45,"lev=1 key=""mama""→""hama""",Rebbi Mama
1902,R' Hina,1,0.0023,Rav Huna,1164,1.6420,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%94%D7%95%D7%A0%D7%90,רב הונא,Q1794530,fuzzy_edit,45,"lev=1 key=""hina""→""huna""",Rebbi Hina
1903,R' Ḥizkiah from Ḥuqoq,1,0.0023,,,,,,,none,0,,Rebbi Ḥizqiah from Ḥuqoq
1904,Rav Bannai,1,0.0023,R' Yannai,171,0.2412,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A0%D7%90%D7%99,רבי ינאי,Q2124910,fuzzy_edit,45,"lev=1 key=""bannai""→""yannai""",Rav Bannai
1905,Ze‘ir bar Ḥinena,1,0.0023,,,,,,,none,0,,Ze‘ir bar Ḥinena
1906,R' Ya'akov bar Dositheos,1,0.0023,,,,,,,none,0,,Rebbi Jacob bar Dositheos
1907,Rav Shmuel,1,0.0023,Shmuel,2636,3.7185,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%90%D7%9C_(%D7%90%D7%9E%D7%95%D7%A8%D7%90),שמואל (אמורא),Q723557,exact,100,,Rav Samuel
1908,ben Rav,1,0.0023,,,,,,,none,0,,ben Rav
1909,R' Thema bar Pappaias,1,0.0023,,,,,,,none,0,,Rebbi Thema bar Pappaias
1910,Ben Zakkai,1,0.0023,,,,,,,none,0,,Ben Zakkai
1911,ben Mr,1,0.0023,,,,,,,none,0,,ben Mr
1912,Rabbi La,1,0.0023,R' Ela,23,0.0324,,,,fuzzy_edit,45,"lev=1 key=""la""→""ela""",Rabbi La
1913,R' Yonatan ben Ḥali,1,0.0023,,,,,,,none,0,,Rebbi Jonathan ben Ḥali
1914,R' Avdimi the son of R' Tabi,1,0.0023,,,,,,,none,0,,Rebbi Eudaimon the son of Rebbi Tabi
1915,R' La from Kufra,1,0.0023,,,,,,,none,0,,Rebbi La from Kufra
1916,R' Elazar ben Tzadoq,1,0.0023,,,,,,,none,0,,Rebbi Eleazar ben Ṣadoq
1917,Shimon ben Yoḥai,1,0.0023,R' Shimon ben Yoḥai,128,0.1806,,,,exact,100,,Simeon ben Ioḥai
1918,R' Shimon ben R' Hillel ben Pazi,1,0.0023,R' Shimon ben Pazi,36,0.0508,,,,token_subset,93,"key=""shimon ben hillel ben pazi"" ⊆ bavli=""shimon ben pazi""",Rebbi Simeon ben Rebbi Hillel ben Pazi
1919,R' Ḥiyya bar Aba,1,0.0023,,,,,,,none,0,,Rebbi Ḥiyya bar Aba
1920,R' Tanḥum ben Yudan,1,0.0023,,,,,,,none,0,,Rebbi Tanḥum ben Yudan
1921,Ben Sateda,1,0.0023,,,,,,,none,0,,Ben Sateda
1922,R' Yehoshua ben Hanania,1,0.0023,,,,,,,none,0,,Rebbi Joshua ben Hanania
