rank,name,normalized_name,count,example_1,example_2,example_3
1642,Rebbi Abba bar Zavida,R' Abba bar Zavida,1,Yevamot 16:5.3,,
1643,Abba Simai,Abba Simai,1,Yevamot 16:5.3,,
1644,Jonathan ben Joḥanan,Yonatan ben Yoḥanan,1,Yevamot 16:5.5,,
1645,Ben Satra,Ben Satra,1,Yevamot 16:6.3,,
1646,Rav Yosef,Rav Yosef,1,Ketubot 1:3.5,,
1647,Ben Azzay,Ben Azzay,1,Ketubot 2:1.4,,
1648,Rav Ḥana,Rav Ḥana,1,Ketubot 2:3.4,,
1649,Rebbi Joḥanan the Sages,R' Yoḥanan the Sages,1,Ketubot 2:4.4,,
1650,Rebbi Yudan the son of Rav Ḥama,R' Yudan the son of Rav Ḥama,1,Ketubot 2:9.3,,
1651,bar Ashi,bar Ashi,1,Ketubot 2:9.4,,
1652,Rav Oshaiah,Rav Oshaiah,1,Ketubot 2:10.8,,
1653,Rebbi Nathan bar Hoshaiah,R' Natan bar Hoshaiah,1,Ketubot 3:1.10,,
1654,Jacob bar Abba,Ya'akov bar Abba,1,Ketubot 3:9.4,,
1655,Rebbi Gamliel ben Avina,R' Gamliel ben Avina,1,Ketubot 3:10.2,,
1656,the father of Rebbi Judah,the father of R' Yehudah,1,Ketubot 4:1.4,,
1657,Rebbi Immi bar Pappai,R' Immi bar Pappai,1,Ketubot 4:2.3,,
1658,Rebbi Yose ben Ze‘ira,R' Yose ben Ze'ira,1,Ketubot 4:3.2,,
1659,Rebbi Zakkai from Alexandria,R' Zakkai from Alexandria,1,Ketubot 4:6.3,,
1660,Rebbi Judah ben Ḥanina,R' Yehudah ben Ḥanina,1,Ketubot 4:8.4,,
1661,Rebbi Jehudah bar Ḥaninah,R' Yehudah bar Ḥaninah,1,Ketubot 4:8.6,,
1662,Rebbi Ḥiyya bar Aḥa,R' Ḥiyya bar Aḥa,1,Ketubot 4:10.2,,
1663,Ben Beroqa,Ben Beroqa,1,Ketubot 4:11.3,,
1664,Abime bar Pappai,Avimi bar Pappai,1,Ketubot 4:13.2,,
1665,Rebbi Ḥananiah the son of Rebbi Abbahu,R' Ḥananiah the son of R' Abbahu,1,Ketubot 4:14.2,,
1666,Rebbi Alexis,R' Alexis,1,Ketubot 5:1.6,,
1667,Rebbi Yose bar Ze‘ira,R' Yose bar Ze'ira,1,Ketubot 5:1.6,,
1668,bar Kappara,bar Kappara,1,Ketubot 5:2.2,,
1669,Rav Zabda,Rav Zabda,1,Ketubot 5:4.2,,
1670,Rebbi Joḥanan ben Bagbag,R' Yoḥanan ben Bagbag,1,Ketubot 5:4.3,,
1671,Rebbi Hizqiyah,R' Hizqiyah,1,Ketubot 5:6.4,,
1672,Rebbi Ḥiyya bar Jehudah,R' Ḥiyya bar Yehudah,1,Ketubot 5:6.5,,
1673,Rebbi Judah ben Rebbi Abun,R' Yehudah ben R' Abun,1,Ketubot 5:6.5,,
1674,the daughter of Simeon ben Gorion,the daughter of Shimon ben Gorion,1,Ketubot 5:11.3,,
1675,Rebbi Jacob bar Immi,R' Ya'akov bar Immi,1,Ketubot 6:1.2,,
1676,Rebbi Redipha,R' Redipha,1,Ketubot 6:1.5,,
1677,Rav Ammi bar Pappai,Rav Ammi bar Pappai,1,Ketubot 6:6.3,,
1678,Rebbi Ḥanin from Samuel,R' Ḥanin from Shmuel,1,Ketubot 7:6.6,,
1679,Ḥanina bar Iqa,Ḥanina bar Iqa,1,Ketubot 7:6.7,,
1680,Rebbi Ammi bar Uqba,R' Ammi bar Ukva,1,Ketubot 7:7.5,,
1681,Rebbi Tanḥum bar Mari,R' Tanḥum bar Mari,1,Ketubot 8:10.3,,
1682,Rebbi Jehudah bar Ṭabbai,R' Yehudah bar Tabbai,1,Ketubot 8:11.5,,
1683,Jehudah bar Ṭabbai,Yehudah bar Tabbai,1,Ketubot 8:11.5,,
1684,Rebbi Hillel bar Pazi,R' Hillel bar Pazi,1,Ketubot 9:1.12,,
1685,Rebbi Ḥanaiah,R' Ḥanaiah,1,Ketubot 9:10.3,,
1686,Rebbi Yudan from Sicily,R' Yudan from Sicily,1,Ketubot 9:10.4,,
1687,Ben Azay,Ben Azay,1,Ketubot 10:1.4,,
1688,Rav Samuel bar Naḥman,Rav Shmuel bar Naḥman,1,Ketubot 10:3.2,,
1689,"Rebbi Abba, the son of Rav Huna","R' Abba, the son of Rav Huna",1,Ketubot 11:1.5,,
1690,Rebbi Eudaimon from Mozva,R' Avdimi from Mozva,1,Ketubot 11:2.4,,
1691,Ḥananiah bar Šelemiah,Ḥananiah bar Šelemiah,1,Ketubot 11:6.5,,
1692,bar Zemina,bar Zemina,1,Ketubot 12:3.13,,
1693,Rebbi Joḥanan bar Mara,R' Yoḥanan bar Mara,1,Ketubot 12:3.16,,
1694,Rav Ḥiyya,Rav Ḥiyya,1,Ketubot 12:5.2,,
1695,Ḥanan ben Absalom,Ḥanan ben Absalom,1,Ketubot 13:1.1,,
1696,Rebbi Ḥizqiya,R' Ḥizqiya,1,Ketubot 13:1.3,,
1697,Rebbi Hoshaia the son of Rebbi Shammai,R' Hoshaya the son of R' Shammai,1,Sotah 1:1.10,,
1698,Rebbi Jacob bar Abin,R' Ya'akov bar Abin,1,Sotah 1:2.9,,
1699,Rebbi Zevadiah,R' Zevadiah,1,Sotah 1:4.3,,
1700,Rebbi Abba the son of Rebbi Pappeus,R' Abba the son of R' Pappeus,1,Sotah 1:7.5,,
1701,Rebbi Abba ben Rav Pappaeus,R' Abba ben Rav Pappaeus,1,Sotah 2:2.8,,
1702,Eleazar ben Shamua,Elazar ben Shamua,1,Sotah 2:4.3,,
1703,Rebbi Eleazar ben Matthias,R' Elazar ben Matthias,1,Sotah 3:4.5,,
1704,Levi bar Sissi,Levi bar Sissi,1,Sotah 3:4.7,,
1705,Rebbi Dosa from Malḥiyya,R' Dosa from Malḥiyya,1,Sotah 3:7.4,,
1706,Rav Uqba,Rav Ukva,1,Sotah 5:3.3,,
1707,Rebbi Eliezer the son of Rebbi Yose the Galilean,R' Eliezer the son of R' Yose the Galilean,1,Sotah 5:4.2,,
1708,Joshua ben Hyrkanos,Yehoshua ben Hyrkanos,1,Sotah 5:5.1,,
1709,Rebbi Yose bar Jehudah,R' Yose bar Yehudah,1,Sotah 5:6.2,,
1710,the son of Abram,the son of Abram,1,Sotah 5:6.3,,
1711,Rabbi Joḥanan,Rabbi Yoḥanan,1,Sotah 6:4.4,,
1712,Rebbi Biri,R' Biri,1,Sotah 7:1.3,,
1713,Simeon ben Yaqim,Shimon ben Yaqim,1,Sotah 7:4.6,,
1714,Rebbi Judah bar Zabida,R' Yehudah bar Zabida,1,Sotah 7:4.9,,
1715,Rebbi Ḥaninan,R' Ḥaninan,1,Sotah 7:5.3,,
1716,Rebbi Simon ben Zebid,R' Shimon ben Zebid,1,Sotah 7:5.3,,
1717,Abba Ḥalaphta,Abba Ḥalafta,1,Sotah 7:5.4,,
1718,Rebbi Eleazar ben Mattia,R' Elazar ben Mattia,1,Sotah 7:5.4,,
1719,Ḥanina bar Ḥakhinai,Ḥanina bar Ḥakhinai,1,Sotah 7:5.4,,
1720,Rebbi Simon bar Zabida,R' Shimon bar Zabida,1,Sotah 7:5.6,,
1721,Rebbi Jehudah bar Ilaï,R' Yehudah bar Illai,1,Sotah 8:3.5,,
1722,Rebbi Phineas ben Rebbi Abun,R' Pinḥas ben R' Abun,1,Sotah 9:1.4,,
1723,Gidul bar Benjamin,Gidul bar Binyamin,1,Sotah 9:7.2,,
1724,Eleazar ben Dinai,Elazar ben Dinai,1,Sotah 9:8.1,,
1725,Teḥina ben Perisha,Teḥina ben Perisha,1,Sotah 9:8.1,,
1726,Judah ben Pakora,Yehudah ben Pakora,1,Sotah 9:11.8,,
1727,Rebbi Levi ben Ḥaita,R' Levi ben Ḥaita,1,Sotah 9:14.3,,
1728,Rav Jeremiah of Šibšeb,Rav Yirmeyah of Šibšeb,1,Sotah 9:15.2,,
1729,Ismael ben Phiabi,Yishmael ben Phiabi,1,Sotah 9:16.1,,
1730,Rebbi Phineas ben Yaїr,R' Pinḥas ben Yaïr,1,Sotah 9:16.1,,
1731,Rebbi Eliezer ben Hyrkanos,R' Eliezer ben Hyrkanos,1,Sotah 9:16.4,,
1732,Rebbi Samuel bar Jacob,R' Shmuel bar Ya'akov,1,Nedarim 3:2.3,,
1733,Rebbi Gershom,R' Gershom,1,Nedarim 3:8.2,,
1734,Rebbi Yoḥanan bar Marya,R' Yoḥanan bar Marya,1,Nedarim 3:9.2,,
1735,Rebbi Eleazar ben Rebbi Abuna,R' Elazar ben R' Abuna,1,Nedarim 3:9.3,,
1736,"Rebbi Yudan, the son of Rebbi Ismael","R' Yudan, the son of R' Yishmael",1,Nedarim 4:3.3,,
1737,Yose ben Simai,Yose ben Simai,1,Nedarim 4:9.2,,
1738,ben Ḥanina,ben Ḥanina,1,Nedarim 5:3.3,,
1739,Samuel the son of Rebbi Joseph,Shmuel the son of R' Yosef,1,Nedarim 5:4.2,,
1740,Rebbi Ḥiyya bar Zabda,R' Ḥiyya bar Zabda,1,Nedarim 6:3.2,,
1741,Rebbi Jehudah bar Ṣeradia,R' Yehudah bar Tzeradia,1,Nedarim 7:1.4,,
1742,Rebbi Manisha,R' Manisha,1,Nedarim 9:5.2,,
1743,Rebbi Ismael’,R' Yishmael’,1,Nedarim 9:9.1,,
1744,Rebbi Abba bar Ẓutra,R' Abba bar Tzutra,1,Nedarim 10:8.7,,
1745,Rebbi Manni,R' Manni,1,Nazir 1:4.2,,
1746,Rebbi Levi ben Ḥayyata,R' Levi ben Ḥayyata,1,Nazir 2:5.3,,
1747,Rebbi Yose ben Rebbu,R' Yose ben Rebbu,1,Nazir 2:8.2,,
1748,Rav Ḥiyya bar Rav Isaac,Rav Ḥiyya bar Rav Yitzḥak,1,Nazir 3:1.3,,
1749,Rebbi Ḥelbo bar Ḥuna,R' Ḥelbo bar Ḥuna,1,Nazir 3:1.3,,
1750,Rebbi Pappaias,R' Pappaias,1,Nazir 3:2.1,,
1751,Rebbi Ḥanina ben Ḥanina,R' Ḥanina ben Ḥanina,1,Nazir 4:6.5,,
1752,Rebbi Eleazar bar Ṣadoq,R' Elazar bar Tzadoq,1,Nazir 4:6.5,,
1753,Rebbi Hama,R' Hama,1,Nazir 5:1.6,,
1754,Rebbi Simeon ben Shetaḥ,R' Shimon ben Shetaḥ,1,Nazir 5:3.4,,
1755,Rav Zakkai,Rav Zakkai,1,Nazir 6:1.3,,
1756,Rebbi Abba ben Rebbi Mamal,R' Abba ben R' Mamal,1,Nazir 6:1.7,,
1757,"Rebbi Yasa, the son of Rebbi Yasa","R' Yasa, the son of R' Yasa",1,Nazir 6:1.8,,
1758,Ḥiyya bar Abba,Ḥiyya bar Abba,1,Nazir 6:1.8,,
1759,Rebbi Samuel bar Sosarti,R' Shmuel bar Sosarti,1,Nazir 6:1.9,,
1760,Rebbi Ḥiya bar Yosef,R' Ḥiya bar Yosef,1,Nazir 6:1.11,,
1761,Rebbi Ḥiya bar Abun,R' Ḥiya bar Abun,1,Nazir 6:1.11,,
1762,ben Azariah,ben Azaryah,1,Nazir 6:3.4,,
1763,Rebbi Yannai the Younger,R' Yannai the Younger,1,Nazir 7:1.7,,
1764,Rebbi Nihumi the son of Rebbi Ḥiyya bar Abba,R' Nihumi the son of R' Ḥiyya bar Abba,1,Nazir 7:1.9,,
1765,Abba bar Nathan,Abba bar Natan,1,Nazir 7:2.7,,
1766,Rebbi Gurion,R' Gurion,1,Nazir 8:1.2,,
1767,Rebbi Yose bar Abin,R' Yose bar Abin,1,Nazir 8:2.13,,
1768,Abime bar Tobi,Avimi bar Tobi,1,Nazir 9:1.3,,
1769,Rebbi Miasha bar Jeremiah,R' Miasha bar Yirmeyah,1,Nazir 9:3.8,,
1770,Rebbi Neḥemia,R' Neḥemia,1,Nazir 9:5.2,,
1771,Rabin ben Rav,Rabin ben Rav,1,Gittin 1:1.5,,
1772,the son of Rebbi Asi,the son of R' Asi,1,Gittin 1:1.7,,
1773,Bar Athlay,Bar Athlay,1,Gittin 1:2.4,,
1774,the father of Rebbi Yudan,the father of R' Yudan,1,Gittin 1:2.5,,
1775,Rebbi Tanḥum ben Jeremiah,R' Tanḥum ben Yirmeyah,1,Gittin 1:2.6,,
1776,Rebbi Inaia,R' Inaia,1,Gittin 1:5.3,,
1777,Rebbi Abba bar Rav Huna,R' Abba bar Rav Huna,1,Gittin 1:5.8,,
1778,Bina bar Shila,Bina bar Shila,1,Gittin 2:3.6,,
1779,Abin bar Ḥiyya,Abin bar Ḥiyya,1,Gittin 3:1.5,,
1780,Rebbi Yose ben Rebbi Ze‘ira,R' Yose ben R' Ze'ira,1,Gittin 3:2.2,,
1781,Rebbi Eleazar ben Parṭa,R' Elazar ben Parta,1,Gittin 3:4.1,,
1782,the son of Rebbi Abba,the son of R' Abba,1,Gittin 3:6.3,,
1783,Rebbi Ḥiyya bar Uqba,R' Ḥiyya bar Ukva,1,Gittin 3:7.4,,
1784,Rebbi Eleazar ben Yannai,R' Elazar ben Yannai,1,Gittin 3:8.2,,
1785,Ḥinena the son of Rav Assi,Ḥinena the son of Rav Assi,1,Gittin 3:8.2,,
1786,Rebbi Oshaia bar Abba,R' Oshaia bar Abba,1,Gittin 4:2.4,,
1787,Yossi ben Shaul,Yossi ben Shaul,1,Gittin 4:4.3,,
1788,Rebbi Yossi ben Shaul,R' Yossi ben Shaul,1,Gittin 4:4.6,,
1789,Rabba bar Zuṭra,Rabba bar Zutra,1,Gittin 4:4.6,,
1790,Rebbi Marinos,R' Marinos,1,Gittin 4:6.2,,
1791,Rebbi Abba bar Ada,R' Abba bar Ada,1,Gittin 4:6.3,,
1792,Rebbi Abba bar Pappaios,R' Abba bar Pappaios,1,Gittin 5:1.2,,
1793,Rebbi Yose ben Rebbi Ḥaggai,R' Yose ben R' Ḥaggai,1,Gittin 5:3.8,,
1794,"Rebbi Samuel, son of Rebbi Yose ben Rebbi Ḥanina","R' Shmuel, son of R' Yose ben R' Ḥanina",1,Gittin 5:3.9,,
1795,Rebbi Jehudah ben Rebbi,R' Yehudah ben R',1,Gittin 5:5.2,,
1796,Rebbi Joḥanan ben Gudguedah,R' Yoḥanan ben Gudguedah,1,Gittin 5:6.1,,
1797,Rebbi Bevon,R' Bevon,1,Gittin 5:7.4,,
1798,Abbaie bar Benjamin,Abbaie bar Binyamin,1,Gittin 5:9.3,,
1799,Ḥiyya bar Abin,Ḥiyya bar Abin,1,Gittin 6:1.6,,
1800,ben Rebbi Yose,ben R' Yose,1,Gittin 6:4.2,,
1801,Rebbi Jacob the Armenian,R' Ya'akov the Armenian,1,Gittin 6:5.4,,
1802,Rebbi Isaac from Atosha,R' Yitzḥak from Atosha,1,Gittin 6:5.5,,
1803,Rebbi Hillel ben Valens,R' Hillel ben Valens,1,Gittin 6:7.3,,
1804,Rebbi Eleazar from Rome,R' Elazar from Rome,1,Gittin 6:7.4,,
1805,Rebbi Bibon,R' Bibon,1,Gittin 7:3.5,,
1806,Rebbi Bivon bar Ḥiyya,R' Bivon bar Ḥiyya,1,Gittin 7:8.3,,
1807,Rebbi Isaac bar Ḥaqulah,R' Yitzḥak bar Ḥaqulah,1,Gittin 8:1.3,,
1808,Shila bar Binah,Shila bar Binah,1,Gittin 9:1.7,,
1809,Rav Ada bar Aḥa,Rav Ada bar Aḥa,1,Gittin 9:3.6,,
1810,Rebbi Yasa ben Rebbi Sabbatai,R' Yasa ben R' Sabbatai,1,Gittin 9:7.2,,
1811,Rebbi Yose ben Rebbi Baibon,R' Yose ben R' Baibon,1,Gittin 9:8.2,,
1812,Rebbi Joḥanan from Sepphoris,R' Yoḥanan from Sepphoris,1,Kiddushin 1:1.15,,
1813,Rebbi Bebai,R' Bebai,1,Kiddushin 1:1.22,,
1814,Rebbi Yose ben Rebi,R' Yose ben Rebi,1,Kiddushin 1:2.17,,
1815,Rebbi Jehudah ben Rebbi Abun,R' Yehudah ben R' Abun,1,Kiddushin 1:2.29,,
1816,Rav Ḥizqiah,Rav Ḥizkiah,1,Kiddushin 1:4.2,,
1817,Rebbi Yose from Mamelia,R' Yose from Mamelia,1,Kiddushin 1:5.8,,
1818,Bar Tarima,Bar Tarima,1,Kiddushin 1:7.2,,
1819,Rebbi Yose bar Mamal,R' Yose bar Mamal,1,Kiddushin 1:7.19,,
1820,Rebbi Ḥamai bar Uqba,R' Ḥamai bar Ukva,1,Kiddushin 2:4.5,,
1821,Rebbi Yudan ben Rebbi Ḥanan,R' Yudan ben R' Ḥanan,1,Kiddushin 2:5.2,,
1822,Rebbi Isaac bar Tebele,R' Yitzḥak bar Tebele,1,Kiddushin 3:1.10,,
1823,Rebbi Jehudah bar Sisin,R' Yehudah bar Sisin,1,Kiddushin 3:3.4,,
1824,Rebbi Ḥiyya bar Assi,R' Ḥiyya bar Assi,1,Kiddushin 3:8.4,,
1825,Rebbi Abbu,R' Abbu,1,Kiddushin 3:12.5,,
1826,Rebbi Tanḥum bar Pappus,R' Tanḥum bar Pappus,1,Kiddushin 3:12.9,,
1827,Rebbi Gamliel ben Rebbi,R' Gamliel ben R',1,Kiddushin 3:12.10,,
1828,Rebbi Abbun,R' Abbun,1,Kiddushin 4:1.6,,
1829,brother of Rebbi Jehudah bar Zavdi,brother of R' Yehudah bar Zavdi,1,Kiddushin 4:2.3,,
1830,ben Eleazar,ben Elazar,1,Kiddushin 4:11.1,,
1831,Abba Gorion from Sidon,Abba Gorion from Sidon,1,Kiddushin 4:11.1,,
1832,Abba Orion from Sidon,Abba Orion from Sidon,1,Kiddushin 4:11.7,,
1833,Rabba bar Abuha,Rabba bar Abuha,1,Bava Kamma 1:1.11,,
1834,Rebbi Yannai bar Ismael,R' Yannai bar Yishmael,1,Bava Kamma 3:4.4,,
1835,Yose ben Jehudah,Yose ben Yehudah,1,Bava Kamma 3:7.2,,
1836,Rebbi Akiba,R' Akiba,1,Bava Kamma 3:9.1,,
1837,Ben Pedaia,Ben Pedaia,1,Bava Kamma 3:10.2,,
1838,Abba bar Rab,Abba bar Rav,1,Bava Kamma 4:4.6,,
1839,Abba bar Rav Ḥana,Abba bar Rav Ḥana,1,Bava Kamma 5:5.2,,
1840,Abba Yose ben Ḥanan,Abba Yose ben Ḥanan,1,Bava Kamma 5:5.3,,
1841,Rebbi Abba bar Bizna,R' Abba bar Bizna,1,Bava Kamma 5:7.3,,
1842,Rebbi Justus ben Rebbi Matton,R' Yustus ben R' Matton,1,Bava Kamma 7:4.3,,
1843,Rav Qarni,Rav Qarni,1,Bava Kamma 8:6.2,,
1844,Rebbi Meīr,R' Meir,1,Bava Kamma 9:2.1,,
1845,Rebbi Yose the Galiean,R' Yose the Galiean,1,Bava Kamma 9:9.2,,
1846,Rebbi Abba bar Ḥanan,R' Abba bar Ḥanan,1,Bava Kamma 10:1.5,,
1847,Bar Qora,Bar Qora,1,Bava Kamma 10:1.5,,
1848,Rebbi Johua ben Levi,R' Johua ben Levi,1,Bava Kamma 10:6.2,,
1849,Abba Hoshaia from Tireh,Abba Hoshaya from Tireh,1,Bava Kamma 10:10.2,,
1850,Rabbi Eleazar,Rabbi Elazar,1,Bava Metzia 1:1.4,,
1851,Rabbi Simeon ben Laqish,Rabbi Shimon ben Lakish,1,Bava Metzia 1:4.2,,
1852,Abba Cohen bar Delaiah,Abba Kohen bar Delaiah,1,Bava Metzia 1:4.2,,
1853,Rebbi Yosana,R' Yosana,1,Bava Metzia 1:5.4,,
1854,Bevay bar Gozlan,Bevay bar Gozlan,1,Bava Metzia 2:5.3,,
1855,Abba Oshaia from Tireh,Abba Oshaia from Tireh,1,Bava Metzia 2:5.5,,
1856,Rebbi Samuel bar Sosarṭai,R' Shmuel bar Sosartai,1,Bava Metzia 2:5.6,,
1857,Rebbi Joḥanan from Ḥaqoq,R' Yoḥanan from Ḥaqoq,1,Bava Metzia 3:4.2,,
1858,Rabbi Ḥiyya bar Ashi,Rabbi Ḥiyya bar Ashi,1,Bava Metzia 3:4.2,,
1859,Jacob bar Zavdi,Ya'akov bar Zavdi,1,Bava Metzia 4:5.3,,
1860,Rebbi Abin bar Mamal,R' Abin bar Mamal,1,Bava Metzia 4:5.3,,
1861,Rebbi Jacob from Emmaus,R' Ya'akov from Emmaus,1,Bava Metzia 4:7.2,,
1862,Boethos ben Zenon,Boethos ben Zenon,1,Bava Metzia 5:2.1,,
1863,Abba bar Zamina,Abba bar Zamina,1,Bava Metzia 5:6.4,,
1864,Jehudah ben Buni,Yehudah ben Buni,1,Bava Metzia 7:1.3,,
1865,Rebbi Nisi,R' Nisi,1,Bava Metzia 8:9.2,,
1866,Rebbi Menaḥem,R' Menaḥem,1,Bava Metzia 9:8.2,,
1867,the brother of Rebbi Gorion,the brother of R' Gorion,1,Bava Metzia 9:8.2,,
1868,Rebbi Justus,R' Yustus,1,Bava Metzia 10:2.3,,
1869,Rebbi Ilfay,R' Ilfay,1,Bava Batra 2:2.2,,
1870,Rebbi Abime bar Tobi,R' Avimi bar Tobi,1,Bava Batra 2:3.6,,
1871,Rebbi Jacob ben Dosai,R' Ya'akov ben Dosai,1,Bava Batra 2:9.2,,
1872,Rav Ada bar Abuh,Rav Ada bar Abuh,1,Bava Batra 3:1.4,,
1873,Rebbi Eudaimon the Emigrant,R' Avdimi the Emigrant,1,Bava Batra 3:1.5,,
1874,Giddul ben Minyamin,Giddul ben Minyamin,1,Bava Batra 3:3.8,,
1875,Ḥilqiah bar Tobi,Ḥilqiah bar Tobi,1,Bava Batra 3:3.8,,
1876,Rav Abba bar Rav Huna,Rav Abba bar Rav Huna,1,Bava Batra 4:2.2,,
1877,Rebbi Abba bar Ṭebelai,R' Abba bar Tebelai,1,Bava Batra 4:8.4,,
1878,Rebbi Samuel ben Rav Naḥman,R' Shmuel ben Rav Naḥman,1,Bava Batra 4:8.4,,
1879,Rebbi Levi ben Birai,R' Levi ben Birai,1,Bava Batra 5:1.3,,
1880,Rebbi Tanḥum from Kefar,R' Tanḥum from Kefar,1,Bava Batra 5:1.6,,
1881,Bar Iṭyan,Bar Ityan,1,Bava Batra 6:1.7,,
1882,Rebbi Yannai the Kappadokian,R' Yannai the Kappadokian,1,Bava Batra 8:1.4,,
1883,the father of Rebbi Isaac bar Naḥman,the father of R' Yitzḥak bar Naḥman,1,Bava Batra 8:1.4,,
1884,Rebbi Dositheos ben Jehudah,R' Dositheos ben Yehudah,1,Bava Batra 8:2.6,,
1885,bar Delaiah,bar Delaiah,1,Bava Batra 8:3.2,,
1886,Rebbi Joḥanan ben Beroqah,R' Yoḥanan ben Beroqah,1,Bava Batra 8:5.1,,
1887,bar Abun,bar Abun,1,Bava Batra 9:3.4,,
1888,brother of Rebbi Horiana,brother of R' Horiana,1,Bava Batra 9:3.5,,
1889,brother of Rebbi Samuel ben Sosartai,brother of R' Shmuel ben Sosartai,1,Bava Batra 9:3.5,,
1890,Rav Naḥman bar Samuel bar Naḥman,Rav Naḥman bar Shmuel bar Naḥman,1,Bava Batra 9:4.2,,
1891,Rebbi Perira,R' Perira,1,Bava Batra 9:5.4,,
1892,Rebbi Immi bar Qorḥa,R' Immi bar Qorḥa,1,Bava Batra 10:8.3,,
1893,Simeon ben Nannas,Shimon ben Nannas,1,Bava Batra 10:10.1,,
1894,Rebbi Eliezer ben Rebbi Yose the Galilean,R' Eliezer ben R' Yose the Galilean,1,Sanhedrin 1:1.21,,
1895,Rav Huna bar Ḥiyya,Rav Huna bar Ḥiyya,1,Sanhedrin 1:3.5,,
1896,Rebbi Simeon ben Laqush,R' Shimon ben Laqush,1,Sanhedrin 1:3.7,,
1897,Rabbi Mana,Rabbi Mana,1,Sanhedrin 2:1.2,,
1898,Rebbi Justus from Sunem,R' Yustus from Sunem,1,Sanhedrin 2:3.8,,
1899,Rebbi Abun ben Rebbi Eleazar,R' Abun ben R' Elazar,1,Sanhedrin 2:4.4,,
1900,Rebbi Ḥanina bar Sisi,R' Ḥanina bar Sisi,1,Sanhedrin 2:6.12,,
1901,Rava bar Binah,Rava bar Binah,1,Sanhedrin 3:3.2,,
1902,Rav Hoshaia ben Rav Shammai,Rav Hoshaya ben Rav Shammai,1,Sanhedrin 3:9.21,,
1903,Rebbi Mama,R' Mama,1,Sanhedrin 3:9.21,,
1904,Rebbi Hina,R' Hina,1,Sanhedrin 3:9.24,,
1905,Rebbi Ḥizqiah from Ḥuqoq,R' Ḥizkiah from Ḥuqoq,1,Sanhedrin 3:9.24,,
1906,Rav Bannai,Rav Bannai,1,Sanhedrin 3:12.4,,
1907,Ze‘ir bar Ḥinena,Ze‘ir bar Ḥinena,1,Sanhedrin 4:1.2,,
1908,Rebbi Jacob bar Dositheos,R' Ya'akov bar Dositheos,1,Sanhedrin 4:1.6,,
1909,Rav Samuel,Rav Shmuel,1,Sanhedrin 4:5.2,,
1910,ben Rav,ben Rav,1,Sanhedrin 4:5.2,,
1911,Rebbi Thema bar Pappaias,R' Thema bar Pappaias,1,Sanhedrin 4:7.4,,
1912,Simeon ben Sheṭah,Shimon ben Shetah,1,Sanhedrin 4:9.2,,
1913,Ben Zakkai,Ben Zakkai,1,Sanhedrin 5:2.1,,
1914,Rabbi La,Rabbi La,1,Sanhedrin 5:4.3,,
1915,Rebbi Jonathan ben Ḥali,R' Yonatan ben Ḥali,1,Sanhedrin 6:5.2,,
1916,Rebbi Eudaimon the son of Rebbi Tabi,R' Avdimi the son of R' Tabi,1,Sanhedrin 6:5.2,,
1917,Rebbi La from Kufra,R' La from Kufra,1,Sanhedrin 6:9.3,,
1918,Rebbi Eleazar ben Ṣadoq,R' Elazar ben Tzadoq,1,Sanhedrin 7:2.1,,
1919,Simeon ben Ioḥai,Shimon ben Yoḥai,1,Sanhedrin 7:2.4,,
1920,Rebbi Simeon ben Rebbi Hillel ben Pazi,R' Shimon ben R' Hillel ben Pazi,1,Sanhedrin 7:5.2,,
1921,Rebbi Ḥiyya bar Aba,R' Ḥiyya bar Aba,1,Sanhedrin 7:7.4,,
1922,Rebbi Tanḥum ben Yudan,R' Tanḥum ben Yudan,1,Sanhedrin 7:10.5,,
1923,Ben Sateda,Ben Sateda,1,Sanhedrin 7:12.2,,
1924,Rebbi Joshua ben Hanania,R' Yehoshua ben Hanania,1,Sanhedrin 7:13.5,,
1925,Rebbi Ḥinena ben Ḥanania,R' Ḥinena ben Ḥanania,1,Sanhedrin 7:13.6,,
1926,Rebbi Joshua ben Ḥanania,R' Yehoshua ben Ḥanania,1,Sanhedrin 7:13.7,,
1927,Rebbi Darosa,R' Darosa,1,Sanhedrin 7:13.7,,
1928,Rebbi Shila bar Bina,R' Shila bar Bina,1,Sanhedrin 8:1.2,,
1929,Phineas ben Eleazar,Pinḥas ben Elazar,1,Sanhedrin 9:7.4,,
1930,Rebbi Yudan bar Ḥanan,R' Yudan bar Ḥanan,1,Sanhedrin 10:1.14,,
1931,Rebbi Samuel ben Rebbi Naḥman,R' Shmuel ben R' Naḥman,1,Sanhedrin 10:1.15,,
1932,Ben Laana,Ben Laana,1,Sanhedrin 10:1.20,,
1933,Manasse ben Hezekias,Manasse ben Hezekias,1,Sanhedrin 10:2.13,,
1934,Samuel bar Bina,Shmuel bar Bina,1,Sanhedrin 10:2.14,,
1935,Jehudah ben Rebbi Ḥizqiah,Yehudah ben R' Ḥizkiah,1,Sanhedrin 10:3.3,,
1936,Rebbi Simeon ben Jehudah from Kefar,R' Shimon ben Yehudah from Kefar,1,Sanhedrin 10:5.2,,
1937,Joḥanan ben Qareaḥ,Yoḥanan ben Qareaḥ,1,Sanhedrin 10:5.4,,
1938,"Rebbi Ḥinena, the son of Rebbi Ada","R' Ḥinena, the son of R' Ada",1,Sanhedrin 11:4.3,,
